Time,Temp,SoC,DoD,C,V,R0
39789024.4,18.11597533,0.6304,0.026661058,-8.863879245,3.939646226,0.001657085
41258679.3,18.16940519,0.7155,0.04297891,-15.10027952,3.973520043,0.001737955
36094808.2,18.33333333,0.6745,0.024076535,-11.45600694,3.971590545,0.001556508
38166775.3,18.33333333,0.7785,0.060568518,-9.580541709,4.008173894,0.001659679
41017435.5,18.33333333,0.7462,0.062892722,-10.30254323,3.997778464,0.00170064
43501083.4,18.33333333,0.7367,0.046834633,-9.514598018,4.008258076,0.001632018
43932882.3,18.33333333,0.7656,0.079833484,-12.05220347,3.986857247,0.001752413
45826525.4,18.33333333,0.5852,0.084630197,-6.979519803,3.910593731,0.001645744
45906681.3,18.33333333,0.4066,0.026308071,-4.553339576,3.862799625,0.001709558
41024561.6,18.42812823,0.6961,0.127421626,-25.70634218,3.918935724,0.001546904
46031404.1,18.46374813,0.7412,0.337062518,-32.33967244,3.854560344,0.00146605
34250418.6,18.88888889,0.6937,0.076870968,-12.12319934,3.965284544,0.001515696
34265924.3,18.88888889,0.4704,0.033627562,-11.80618878,3.867476484,0.001520421
39292144.3,18.88888889,0.7571,0.07620374,-12.04140086,3.993956795,0.001618441
39298463.4,18.88888889,0.6911,0.041988084,-12.17490141,3.971425021,0.001558003
40382725.4,18.88888889,0.7709,0.083189961,-9.388754867,3.998263606,0.001645439
40595812.3,18.88888889,0.7099,0.019293518,-4.35366675,4.010748633,0.001613047
40597060.4,18.88888889,0.6916,0.014873556,-7.159149171,3.99545442,0.001606197
40598805.1,18.88888889,0.6851,0.021428689,-8.875854045,3.983897409,0.001618673
42132638.3,18.88888889,0.7356,0.130616824,-16.8966466,3.973414952,0.00160279
42200119.4,18.88888889,0.5691,0.041453561,-7.993251408,3.917009729,0.001513168
43503969.4,18.88888889,0.7031,0.039720454,-9.055523248,3.994869355,0.001573819
44129486.2,18.88888889,0.7362,0.06690498,-8.823319691,4.002372108,0.001671918
44532074.3,18.88888889,0.7642,0.095799148,-15.52284933,3.978986286,0.001614602
45837856.5,18.88888889,0.5298,0.031342325,-5.970749832,3.903909718,0.001602117
47720463.2,18.88888889,0.6409,0.041089158,-12.17483465,3.926977503,0.00161184
40394730.4,19.12597189,0.6923,0.044726792,-9.555013989,3.982025909,0.001586054
46072431.4,19.42395343,0.5043,0.3441033,-37.00072076,3.700571626,0.001467285
34256016.4,19.44444444,0.6576,0.080880743,-15.65896055,3.918670043,0.001448002
41277196.3,19.44444444,0.7538,0.285465397,-14.20478754,3.94160647,0.001504162
42233300.2,19.44444444,0.6738,0.017992907,-8.652792717,3.979439776,0.001511426
42234493.4,19.44444444,0.674,0.015162788,-6.087059497,3.985069794,0.001571389
42888631.4,19.44444444,0.7674,0.065330804,-7.313911872,4.015423802,0.001545694
43682877.3,19.44444444,0.4579,0.065858979,-11.92552847,3.856788298,0.001523244
46897898.5,19.44444444,0.2284,0.016474801,-3.355552294,3.771211009,0.001512579
46955720.6,19.44444444,0.5933,0.062115762,-10.17867982,3.905574622,0.001559702
47031838.5,19.44444444,0.3417,0.048459046,-9.629040109,3.821458463,0.001510817
46887041.4,19.49883182,0.2682,0.05473112,-13.02698921,3.764179872,0.001544886
43508633.4,20,0.7705,0.040308911,-6.659382647,4.026496273,0.001506683
44269924.4,20,0.6689,0.045421686,-12.16899913,3.95145979,0.001499178
45130455.1,20,0.5513,0.062336579,-7.380235985,3.907475783,0.001502664
46965478.1,20,0.4446,0.07266237,-6.118256746,3.871254433,0.001474703
47291930.4,20,0.7287,0.046234304,-9.731622673,4.010135364,0.001325061
47810013.4,20,0.6769,0.017180042,-4.46138859,3.992454252,0.001459069
48445355.4,20,0.6715,0.048920377,-8.631290428,3.961396602,0.001500224
48510681.4,20,0.7068,0.030502639,-12.89678082,3.986886416,0.001538742
46363775.4,20.04768471,0.6421,0.056137914,-7.887882185,3.93966011,0.00152049
47810846.3,20.10934927,0.6669,0.060671956,-10.52159512,3.956763821,0.001433723
47036486.6,20.51150944,0.5222,0.065173677,-8.490277683,3.885707295,0.001440752
41105210.5,20.55555556,0.7652,0.075546021,-8.8760911,4.003746671,0.001502477
41117085.4,20.55555556,0.6868,0.048125807,-12.81310472,3.966623866,0.001484759
41188515.3,20.55555556,0.7855,0.062040573,-5.589746324,4.021848845,0.0014767
43534673.4,20.55555556,0.6962,0.095787829,-14.42376928,3.949838196,0.001426483
46378715.3,20.55555556,0.5748,0.115858966,-7.711233284,3.908546508,0.001441714
46386185.3,20.55555556,0.4336,0.037802668,-12.93829682,3.851663067,0.001454905
46514028.1,20.55555556,0.715,0.041195654,-7.607487073,3.99392606,0.001466476
46982873.3,20.55555556,0.3742,0.052187333,-9.468141152,3.841417561,0.001428042
47148726.3,20.55555556,0.6863,0.014611066,-4.269998343,4.000082035,0.001471765
47306959.3,20.55555556,0.7042,0.036019804,-7.614682198,4.002248037,0.001439585
48450522.6,20.55555556,0.6494,0.057447535,-9.437083271,3.938431754,0.001458743
46793454.4,20.55651308,0.5753,0.036501733,-9.158451397,3.916929609,0.001453519
47817597.6,20.55651308,0.6832,0.034202124,-4.601092836,3.988705853,0.001386615
47895792.3,20.5927075,0.5155,0.035365023,-8.976968037,3.894546804,0.00140768
42722475.4,20.73767666,0.7232,0.041955106,-9.74222483,4.002817553,0.001452209
48451406.3,20.93339461,0.5753,0.073714309,-15.71130635,3.891217149,0.001508977
46795158.4,21.01401815,0.4525,0.126684825,-14.68894772,3.843377218,0.001342251
42142909.4,21.02933854,0.676,0.080095923,-8.526368319,3.958323753,0.001386399
42970961.3,21.11111111,0.6732,0.034317939,-6.661768572,3.976652975,0.001345396
43524756.4,21.11111111,0.7548,0.07670679,-10.40849552,4.001580261,0.001426073
45755551.5,21.11111111,0.6507,0.054273507,-7.061402848,3.955012946,0.001379789
45757600.4,21.11111111,0.5974,0.022006989,-6.454251545,3.934105079,0.001372882
46517700.3,21.11111111,0.6829,0.030636456,-15.50434756,3.963830582,0.001426964
46523166.4,21.11111111,0.6754,0.090528596,-13.18609085,3.943254447,0.001388596
46789482.5,21.11111111,0.6174,0.046336097,-6.937146732,3.933756473,0.001460877
46822403.5,21.11111111,0.3102,0.044857039,-8.979624731,3.808073235,0.001316567
47757652.4,21.11111111,0.7422,0.061436634,-10.65446579,3.999272644,0.001433843
47898678.1,21.11111111,0.3939,0.057101051,-6.804678779,3.856105544,0.001340027
49636836.2,21.11111111,0.6993,0.013142298,-3.788595438,4.011253301,0.001464045
49637775.5,21.11111111,0.6899,0.023770028,-7.7304728,3.989684191,0.001432887
49898123.5,21.11111111,0.7188,0.109286319,-17.8033475,3.953673752,0.001422433
49625551.3,21.22294994,0.701,0.020103423,-7.064165775,4.007200535,0.001377557
45414925.4,21.42345551,0.6859,0.034246702,-6.529489873,3.990488465,0.001395696
43073970.3,21.6639856,0.7394,0.059291741,-11.62463706,3.996165022,0.001347172
42144940.4,21.66666667,0.6025,0.143452178,-17.88340921,3.89244336,0.00138165
42822382.4,21.66666667,0.6855,0.070100109,-11.96780829,3.968217217,0.00128234
45221928.5,21.66666667,0.744,0.059161989,-7.89316237,4.010785721,0.0013868
45747020.3,21.66666667,0.6738,0.072733414,-11.30332942,3.957890408,0.001351104
46448292.5,21.66666667,0.4638,0.016916382,-5.431373976,3.88992569,0.00134095
47828905.5,21.66666667,0.6614,0.022384975,-7.247399289,3.966765403,0.001397377
49747817.4,21.66666667,0.6555,0.047347554,-6.770528366,3.960675711,0.001381104
47906600.3,21.94511471,0.3567,0.07326512,-11.73866494,3.82384554,0.0012997
47767111.5,22.03071738,0.703,0.050409572,-9.947279172,3.98231743,0.001310944
42734801.5,22.22222222,0.6867,0.055347163,-7.678770945,3.985209848,0.001324236
46104585.3,22.22222222,0.6899,0.03812208,-6.903303758,3.992401555,0.001249069
46528067.5,22.22222222,0.6283,0.034263469,-6.288360599,3.945148958,0.001272331
48850734.5,22.22222222,0.755,0.067839005,-6.747666078,4.014714664,0.001354214
49466300.4,22.22222222,0.6871,0.031071563,-7.782946404,3.992699617,0.001272449
49377768.5,22.5177142,0.7163,0.03264441,-7.260788135,4.008050763,0.001283093
43006407.4,22.77777778,0.6627,0.032973037,-8.405470862,3.964675991,0.00128133
45242156.4,22.77777778,0.6836,0.146780436,-18.55726567,3.942021646,0.001251859
47838943.6,22.77777778,0.5774,0.079937967,-8.625524286,3.917021277,0.001263637
47907878.3,22.77777778,0.2998,0.038180288,-8.550476432,3.804381019,0.001260785
49448165.5,22.77777778,0.721,0.052078381,-10.24791902,3.99887045,0.001282246
49485835.4,22.77777778,0.672,0.050915773,-9.15934817,3.968880037,0.001194489
49574139.3,22.77777778,0.739,0.035134342,-6.892653025,4.021915682,0.001287723
46606507.1,23.14585009,0.8107,0.047028776,-8.163458307,4.024712974,0.001265722
48276577.3,23.19142824,0.7553,0.056603841,-7.176413409,4.019001856,0.001228283
49380667.3,23.28488261,0.7424,0.044722529,-8.883443146,4.017587673,0.001246679
43008172.5,23.33333333,0.6369,0.026525148,-8.071548822,3.949896184,0.001275452
45250473.4,23.33333333,0.6087,0.067505178,-6.78336588,3.931500316,0.001229699
45257640.3,23.33333333,0.554,0.037034549,-10.70596589,3.908594458,0.001185078
46745803.5,23.33333333,0.668,0.022283621,-4.820065211,3.981154838,0.001277637
48180320.3,23.33333333,0.6769,0.077564443,-14.80042496,3.955864478,0.001185347
48860452.2,23.33333333,0.7002,0.048913105,-8.983255159,3.993740359,0.001262853
42910451.4,23.88888889,0.6953,0.05379183,-8.582685496,3.991315716,0.001134012
46687600.3,23.88888889,0.626,0.019057878,-5.9046103,3.953201597,0.001164261
46703301.3,23.88888889,0.7492,0.056557421,-10.87023286,4.003253558,0.001189647
49103843.1,23.88888889,0.716,0.050920755,-8.866741618,3.993420498,0.001211278
46547816.5,24.44444444,0.6711,0.012220031,-4.721164505,3.992930425,0.001019556
48930811.2,24.45727527,0.6688,0.046833625,-7.370272603,3.970646865,0.001098722
42931581.3,24.98276456,0.708,0.0639396,-9.886403958,3.987602205,0.001106183
42920019.4,25.49733808,0.759,0.073360011,-9.582718185,4.012096309,0.001123842
49037841.3,25.55555556,0.798,0.03681646,-5.364459495,4.034291501,0.001157503
49052004.2,26.66666667,0.7808,0.083197825,-8.502333791,4.018032922,0.001074712
46630432.3,27.52231031,0.7001,0.065138742,-13.43910086,3.981315514,0.001062835
46655169.6,27.77777778,0.6667,0.024206519,-5.855709502,3.979497698,0.000968678
48964384.2,27.77777778,0.7984,0.053774699,-7.923986729,4.026295289,0.001061779
48965356.4,28.03688383,0.7115,0.075062357,-14.46599652,3.989594212,0.000988455
93083804.4,12.22222222,0.5624,0.058531282,-10.70363814,3.872735112,0.003032965
93031057.1,12.74158336,0.717,0.13880872,-17.65883429,3.913603044,0.00286813
90583351.5,12.77777778,0.599,0.060272563,-11.4959993,3.887886688,0.00296512
92069489.4,12.77777778,0.6688,0.157149781,-15.28857952,3.862344104,0.003109082
91543629.4,13.33333333,0.2863,0.059515266,-10.97629765,3.742598094,0.002991919
91734950.2,13.33333333,0.7048,0.114139875,-16.34576753,3.911851706,0.002804583
92764159.6,13.33333333,0.4682,0.228468664,-29.83834973,3.683555822,0.002647826
93360687.4,13.33333333,0.5839,0.110352805,-10.8510222,3.86508473,0.002903258
93602479.4,13.33333333,0.5246,0.079429596,-14.68028744,3.828576231,0.002861432
92093023.3,13.6799571,0.6901,0.143039762,-15.32577765,3.896749218,0.002898752
91545845.4,13.88888889,0.2379,0.0565717,-7.650780563,3.731995367,0.002767044
91826352.4,13.88888889,0.7177,0.170980214,-18.68325705,3.904953886,0.002684656
92152228.3,13.88888889,0.547,0.061897594,-13.33844593,3.849770147,0.002942258
93209363.3,13.88888889,0.28,0.066634399,-17.32427232,3.706819205,0.002860813
93605867.4,13.88888889,0.4487,0.147624451,-11.27846288,3.805969341,0.002829274
91963074.4,13.92297675,0.6037,0.080518851,-10.39657416,3.89133579,0.002555024
93038208.5,13.97525757,0.6558,0.204205069,-15.24345062,3.858113922,0.002529394
93557259.4,14.20429737,0.6375,0.188472756,-25.90589937,3.819454717,0.002564777
92391792.4,14.24010877,0.3487,0.070927318,-16.53710395,3.76443659,0.002696365
90157274.2,14.44444444,0.6204,0.030499801,-10.29620767,3.913101036,0.002682625
90159209.4,14.44444444,0.6165,0.021005397,-5.595034483,3.934077289,0.002670204
90233285.4,14.44444444,0.513,0.171721552,-19.64144528,3.788611652,0.002736708
92396302.4,14.44444444,0.2981,0.076599288,-14.03995131,3.742863055,0.002591832
93608169.2,14.44444444,0.321,0.046676656,-14.05519138,3.769351967,0.002672768
89316636.2,15,0.7206,0.447541709,-25.77756525,3.822137122,0.00188842
91985810.4,15,0.558,0.105949597,-12.50697782,3.85876222,0.00257701
93609453.3,15,0.2524,0.015984489,-6.795091691,3.76745702,0.002549117
93711428.4,15,0.4308,0.108071194,-17.41656328,3.784577392,0.002589909
93872758.4,15,0.3066,0.073582648,-14.55423677,3.746723767,0.002606395
94579513.1,15,0.6563,0.064177402,-13.03196277,3.906285477,0.002706828
89928557.6,15.12964878,0.5342,0.238662748,-17.80198881,3.802881764,0.002324054
91894659.3,15.14439465,0.5627,0.10936216,-15.00781293,3.848848318,0.002508153
91138103.5,15.26044659,0.6657,0.204877472,-21.99443622,3.845609609,0.002329323
94131083.4,15.28132062,0.6976,0.40924455,-24.61889628,3.79625561,0.002330537
90608381.5,15.28687426,0.6933,0.041569072,-12.38530912,3.951682432,0.002519534
90615455.2,15.55555556,0.6839,0.144157694,-15.89850351,3.900970411,0.002355084
91215609.4,15.55555556,0.4308,0.094994048,-17.98972274,3.789389098,0.002385567
91987922.3,15.55555556,0.4451,0.099416557,-13.25026352,3.820289299,0.00236
91990400.3,15.55555556,0.3446,0.074660821,-9.518849801,3.809345723,0.002246636
92340153.1,15.55555556,0.6323,0.100127506,-13.93394217,3.885151477,0.002423555
92922238.1,15.55555556,0.3399,0.142677194,-26.23256135,3.692528315,0.002289757
93638133.3,15.55555556,0.733,0.162632857,-13.48714607,3.935618883,0.002341964
94241689.4,15.55555556,0.5775,0.254912988,-19.08706012,3.815769128,0.002315238
94580747.5,15.55555556,0.5301,0.121058026,-14.67658282,3.845104489,0.002363512
91181674.6,15.63368953,0.5589,0.10645971,-15.4445282,3.847024499,0.002403265
92768775.4,15.66911793,0.2443,0.061451608,-11.49659626,3.720376433,0.002225573
92347586.5,15.69899268,0.5534,0.188701847,-16.60052389,3.823512444,0.002322807
91743927.5,16.03795626,0.458,0.048632581,-11.51986203,3.843811293,0.002257107
85656954.4,16.11111111,0.5119,0.140912011,-13.80911354,3.832957988,0.002243852
92410320.5,16.11111111,0.3184,0.141705968,-19.8875359,3.705393046,0.002296913
92769673.5,16.11111111,0.1936,0.032852462,-10.20442219,3.699541272,0.002104603
93959156.5,16.11111111,0.3872,0.131155031,-18.27263181,3.770250413,0.002279518
90459362.4,16.24727106,0.7352,0.50233129,-34.25966945,3.782549039,0.001727303
89932062.5,16.48531158,0.3269,0.0789636,-16.45736648,3.758446083,0.002103988
85658650.4,16.66666667,0.3624,0.031301535,-9.717713601,3.830174341,0.002087409
85736765.3,16.66666667,0.2534,0.099043792,-14.75362141,3.71385433,0.002020015
90005910.4,16.66666667,0.7244,0.127010482,-16.61826574,3.92994668,0.002139798
92349452.6,16.66666667,0.3632,0.065914058,-13.54032701,3.796041074,0.002179946
92923456.4,16.66666667,0.2128,0.034644551,-9.580353341,3.712819009,0.002083476
87130827.4,16.73579992,0.7134,0.078304475,-12.14086909,3.973289588,0.002078863
90248189.3,16.91849554,0.5819,0.073150429,-12.79141851,3.887289465,0.002082345
92432994.5,16.92960282,0.4379,0.051668559,-13.0283031,3.832424779,0.002241404
94249506.3,17.03799456,0.3574,0.241776756,-35.15744879,3.620490008,0.00191116
94582657.3,17.15213145,0.4463,0.058519823,-14.96283278,3.828325438,0.002159913
85394108.3,17.2172431,0.5435,0.040109661,-7.556042262,3.893454083,0.002095074
85674777.4,17.22222222,0.3603,0.054482243,-8.371819556,3.821631787,0.002056956
91440687.4,17.22222222,0.3225,0.068305774,-18.8958888,3.758937578,0.002006761
92942815.3,17.22222222,0.7414,0.052458345,-7.705324168,4.003239655,0.002170896
93960988.4,17.22222222,0.2878,0.036132651,-11.53791716,3.775524383,0.002119489
93963132.2,17.22222222,0.2817,0.074120542,-15.73044499,3.733227712,0.002203214
94301337.4,17.22222222,0.7128,0.056526342,-9.172642004,3.984506603,0.002094744
88766389.4,17.29307901,0.6634,0.118648596,-16.61063015,3.895586854,0.001977043
94585330.3,17.32678387,0.4008,0.130275887,-23.66858867,3.759156504,0.002003747
93967557.3,17.38557586,0.236,0.070550161,-20.09898561,3.684644784,0.002071914
83162504.4,17.77777778,0.5943,0.008913572,-4.197332119,3.941154347,0.001979978
85700433.4,17.77777778,0.2915,0.059015534,-11.29448063,3.779157549,0.001901202
86008203.3,17.77777778,0.7123,0.030081121,-5.902107837,4.002837981,0.00201647
86271714.3,17.77777778,0.7663,0.062199529,-8.74656278,4.001785821,0.002015208
86431644.5,17.77777778,0.5882,0.042292776,-8.551839596,3.916258179,0.001981136
87141641.3,17.77777778,0.6899,0.139021498,-17.05017581,3.923041155,0.001960168
88717644.3,17.77777778,0.7141,0.094313127,-17.45958648,3.943441538,0.002004459
89028938.4,17.77777778,0.6796,0.03700508,-8.820656276,3.962342084,0.00197831
93889395.1,17.77777778,0.7675,0.063655764,-14.97503428,3.977583548,0.00203218
85683909.2,17.79194914,0.326,0.039528789,-4.442184313,3.83175498,0.001899579
85226686.6,18.33046076,0.756,0.04303897,-6.543399838,4.01219264,0.001943161
79004841.3,18.33333333,0.7664,0.063112333,-12.07868418,3.988555059,0.001864636
79858665.3,18.33333333,0.5287,0.204142785,-12.56565919,3.845883289,0.001699696
83056426.4,18.33333333,0.7296,0.03644037,-11.62985456,3.988891509,0.001944072
85045002.4,18.33333333,0.5657,0.015161315,-3.313601803,3.929193612,0.001882823
85231821.4,18.33333333,0.7032,0.078467488,-10.11164474,3.978796565,0.001806853
86078356.6,18.33333333,0.625,0.036268575,-11.03883771,3.923541046,0.001846914
87674660.3,18.33333333,0.7585,0.06621065,-15.9849715,3.974537599,0.002013215
87730301.3,18.33333333,0.5805,0.15246726,-16.57347243,3.865304824,0.001845645
87814938.3,18.33333333,0.3875,0.096017925,-9.008290235,3.819365981,0.001947102
88021112.5,18.33333333,0.357,0.01444032,-4.385385675,3.851150138,0.001923241
88520575.4,18.33333333,0.6665,0.10306338,-13.84613194,3.929920635,0.001843959
89053031.5,18.33333333,0.5564,0.028472539,-4.284839907,3.917953827,0.001927979
91390280.4,18.33333333,0.7364,0.214728245,-20.46528537,3.91681664,0.001903029
93894525.4,18.33333333,0.6419,0.146007407,-18.72096699,3.879970469,0.001963872
94152898.5,18.33333333,0.6049,0.165355521,-17.05706422,3.86421309,0.001880704
94590206.3,18.33333333,0.3113,0.071013278,-10.34395994,3.791795538,0.001905998
83064616.3,18.774752,0.6777,0.014842604,-7.751975273,3.981755319,0.001769208
87676015.3,18.80117967,0.6999,0.098454686,-10.82848936,3.956507538,0.001817855
84809652.4,18.88888889,0.6741,0.033867626,-7.488546531,3.967712101,0.001833929
85235348.5,18.88888889,0.6724,0.024207403,-6.763352701,3.974293092,0.001855593
85254216.5,18.88888889,0.6133,0.043856006,-6.303772385,3.930919413,0.001785047
85344929.4,18.88888889,0.6907,0.103329731,-15.16741441,3.949644614,0.001663107
85758004.4,18.88888889,0.4404,0.132732011,-14.80592207,3.81801747,0.001761549
86084328.3,18.88888889,0.5471,0.041785731,-11.35164774,3.891490151,0.001831143
87146752.4,18.88888889,0.7,0.060649694,-10.23162359,3.979717118,0.001681984
88242426.3,18.88888889,0.65,0.143849833,-9.437534822,3.913165711,0.00182862
88522155.3,18.88888889,0.6069,0.056555102,-9.084448151,3.918165138,0.001775465
88935196.3,18.88888889,0.6194,0.348920716,-14.89097754,3.844930901,0.001740153
89375485.3,18.88888889,0.7017,0.091883302,-24.58245972,3.930122449,0.001775961
89538028.3,18.88888889,0.7161,0.323479023,-17.28019942,3.887885927,0.001685459
89566043.3,18.88888889,0.7535,0.061533662,-14.22661619,3.977832898,0.001852267
89570836.3,18.88888889,0.6909,0.060411785,-9.050365025,3.964221281,0.00177789
88783638.4,18.91914665,0.7444,0.059450159,-13.41073474,3.97693248,0.001861203
83079860.1,19.17116703,0.6708,0.033662227,-6.310274553,3.970648729,0.001778683
82370874.3,19.1740396,0.661,0.065850447,-10.02095861,3.941858509,0.001694695
82199095.5,19.35041557,0.6427,0.046127482,-10.74511936,3.929462355,0.001743612
82025733.4,19.40422843,0.6825,0.092513559,-15.05661663,3.934837598,0.001703781
88349359.4,19.42854954,0.4741,0.092595896,-10.39654312,3.852527694,0.001834937
80857320.4,19.44444444,0.5901,0.149928872,-11.18088458,3.886774416,0.001714709
85353229.2,19.44444444,0.5268,0.05640271,-11.89686257,3.883786399,0.001661797
86371747.2,19.44444444,0.6113,0.037257888,-4.760981501,3.941294333,0.001826507
87820370.3,19.44444444,0.3417,0.058536911,-6.742905967,3.820856255,0.001746036
87924146.4,19.44444444,0.3682,0.021893076,-5.651401143,3.850508571,0.001833216
88785467.1,19.44444444,0.6829,0.034486824,-11.38670475,3.964986178,0.001771911
91397637.4,19.44444444,0.5901,0.247292569,-32.2593677,3.764092042,0.001713471
87823385.4,19.44540197,0.2753,0.045729463,-6.733188351,3.784620729,0.00168108
88789680.4,19.54402696,0.6718,0.027376957,-6.099270005,3.977643893,0.00171435
80898883.5,19.57102915,0.4687,0.042072305,-8.522084189,3.868071526,0.001715257
79864490.5,19.72136045,0.5834,0.072226589,-10.67807036,3.905936384,0.001630439
85759859.4,19.90482209,0.3714,0.079829911,-12.65807232,3.815812949,0.001694336
84478201.3,19.92339806,0.6193,0.290884023,-20.66191227,3.860645391,0.00165888
79799909.4,20,0.7116,0.034139263,-5.933014755,4.011488934,0.001585806
79802333.3,20,0.6925,0.028446307,-6.83209697,3.996357576,0.001627928
80553473.5,20,0.5712,0.077394586,-8.37454563,3.909218871,0.001595176
80957656.3,20,0.3598,0.085385856,-14.37959909,3.806591754,0.001620431
81003908.3,20,0.2521,0.033627547,-6.229632783,3.775498137,0.00164042
82496951.4,20,0.3856,0.051905369,-11.72420956,3.828033088,0.001711608
86542549.4,20,0.4418,0.049399677,-5.726671158,3.87194217,0.001697115
88797936.4,20,0.7484,0.29984052,-14.53132688,3.93868915,0.001554611
87825643.3,20.00095752,0.2308,0.019023657,-6.300704073,3.762313692,0.001665228
86289089.3,20.09632694,0.6614,0.02632324,-7.458305352,3.963558062,0.001682383
82382877.3,20.11011529,0.7383,0.052301717,-11.22911222,3.994668335,0.001643895
82498467.3,20.12581868,0.3183,0.038045148,-9.210609053,3.814504115,0.001565285
80916676.3,20.29874756,0.3089,0.035635172,-7.084301323,3.810989438,0.001554184
79810821.4,20.55555556,0.6711,0.033232035,-6.354361501,3.973769573,0.001551972
80295333.3,20.55555556,0.6054,0.042010677,-5.974133049,3.93706821,0.001577997
81167614.2,20.55555556,0.573,0.066760044,-7.019587432,3.914780346,0.001555681
82383791.3,20.55555556,0.687,0.040013476,-13.10104079,3.969039693,0.001507009
82796523.3,20.55555556,0.7016,0.039848284,-9.36277581,3.98609209,0.001549575
83571764.3,20.55555556,0.6859,0.091791367,-14.88361695,3.942926474,0.001522072
86547681.3,20.55555556,0.3928,0.044603688,-4.796452282,3.860334779,0.001636255
86603171.3,20.55555556,0.3388,0.037347961,-10.65383535,3.822377154,0.001590645
87828274.2,20.55555556,0.2657,0.051408185,-10.14230551,3.762880119,0.001638482
79814409.3,20.57853614,0.5991,0.133464931,-13.74302853,3.893204917,0.001475568
82797846.4,20.61836914,0.6774,0.031523779,-7.402796802,3.976780147,0.001438553
83325206.4,20.75797618,0.3376,0.076858934,-14.2732252,3.798593481,0.001544826
88846734.4,20.8736451,0.7515,0.065475764,-15.69110688,3.982417989,0.001606936
82385193.3,21.01133709,0.6737,0.021660963,-8.792924018,3.972786403,0.001572509
81608586.3,21.03604121,0.7132,0.032008837,-8.962254785,4.001522129,0.001628561
78237569.3,21.11111111,0.6915,0.050276894,-7.62416063,3.984205796,0.001529657
78323213.3,21.11111111,0.5524,0.044868078,-7.312860135,3.907492147,0.001534084
78754363.6,21.11111111,0.7013,0.041069403,-8.902928307,3.992695921,0.001450094
79082614.4,21.11111111,0.677,0.023644601,-5.580728451,3.980421735,0.00154807
79093785.3,21.11111111,0.6675,0.046040857,-7.504837898,3.961757217,0.001528895
79946566.4,21.11111111,0.6473,0.068550523,-10.17132639,3.930925549,0.001539119
79953730.1,21.11111111,0.586,0.074014596,-4.227332644,3.931723518,0.001516211
80935096.4,21.11111111,0.4845,0.050105844,-6.639427692,3.886203692,0.001528628
81010429.4,21.11111111,0.2137,0.031575818,-5.327592749,3.74798006,0.001524582
81172895.4,21.11111111,0.5254,0.044596987,-7.152974665,3.901815201,0.001558643
81690908.6,21.11111111,0.6863,0.043482253,-9.946096825,3.973645369,0.001556551
81767985.4,21.11111111,0.571,0.087788068,-9.117851766,3.906750145,0.001497837
81769873.3,21.11111111,0.5138,0.036344696,-6.172885989,3.898477788,0.001529851
82398864.1,21.11111111,0.6689,0.038654484,-6.124724286,3.973092857,0.001538678
82402708.5,21.11111111,0.6484,0.067870737,-12.88638254,3.931278557,0.001528634
84482435.4,21.11111111,0.4049,0.211965676,-31.83978132,3.722599916,0.001497271
87841138.3,21.11111111,0.2178,0.04197816,-8.346115579,3.741114835,0.001464085
88194952.5,21.11111111,0.6655,0.030447147,-5.298288787,3.973915417,0.00154473
88847461.4,21.11111111,0.7027,0.395135188,-21.088559,3.874750986,0.001472518
78430199.5,21.11206864,0.7449,0.040517788,-6.835359116,4.018912199,0.001460695
82403621.4,21.20130989,0.5687,0.078024149,-11.29602063,3.897566396,0.001478154
77789896.3,21.66666667,0.2347,0.047620526,-9.207011714,3.750314368,0.001424256
78509245.4,21.66666667,0.5564,0.018663081,-6.479748247,3.920715424,0.001397012
78755708.5,21.66666667,0.6753,0.02121024,-7.653568282,3.983092711,0.001438787
79705002.4,21.66666667,0.7165,0.049502428,-8.709255596,3.998138989,0.001527382
80568356.6,21.66666667,0.727,0.009661955,-3.653745033,4.028662252,0.001396581
80643808.7,21.66666667,0.7173,0.027388327,-5.703726215,4.013613523,0.001514317
80644529.2,21.66666667,0.6919,0.018782447,-9.058392704,3.994080935,0.00143913
80925496.3,21.66666667,0.5094,0.047425786,-7.952092403,3.892321303,0.001449542
81778383.5,21.66666667,0.4391,0.010767771,-2.935604256,3.886321257,0.001411135
83268096.4,21.66666667,0.7294,0.202983608,-21.40426583,3.933049648,0.001445216
83418191.4,21.66666667,0.7379,0.054715354,-12.34718954,3.989858641,0.001506425
86554448.5,21.66666667,0.4423,0.085629378,-9.156851687,3.859462749,0.001528858
86558409.4,21.66666667,0.372,0.040260949,-6.163644224,3.846216867,0.001483996
88863848.2,21.66666667,0.3933,0.052335185,-10.65723799,3.834310837,0.001431865
88891591.4,21.66666667,0.6789,0.098727225,-11.48179986,3.945050594,0.001453402
83924463.4,21.7430771,0.6827,0.005642929,-1.909006544,4.008030934,0.001437699
79706709.3,21.98169214,0.6757,0.031635279,-7.835987261,3.977405843,0.001443641
88884775.5,22.10042514,0.7301,0.064579034,-13.49600967,3.976682188,0.00145932
82715922.5,22.14925888,0.3676,0.035682599,-8.178061929,3.843007834,0.001406953
78255509.6,22.22222222,0.6722,0.089012209,-6.344051051,3.954520721,0.001403036
79621617.3,22.22222222,0.6731,0.081811994,-12.5983247,3.948207437,0.001410691
85820711.4,22.22222222,0.7279,0.297924904,-15.37322265,3.912711853,0.001365724
